 1.176470588235294E+000	 2.307692307692307E+000	 3.529411764705882E+000	 5.454545454545454E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 2.307692307692307E+000	 3.529411764705882E+000	 4.615384615384615E+000	 5.454545454545454E+000	 6.666666666666667E+000	 7.500000000000000E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 1.176470588235294E+000	 2.307692307692307E+000	 3.529411764705882E+000	 2.307692307692307E+000	 4.615384615384615E+000	 6.666666666666667E+000	 3.529411764705882E+000	 6.666666666666667E+000	 1.000000000000000E+001	 4.615384615384615E+000	 8.571428571428571E+000	 1.200000000000000E+001	 5.454545454545454E+000	 1.000000000000000E+001	 1.500000000000000E+001	 1.176470588235294E+000	 2.307692307692307E+000	 3.529411764705882E+000	 2.307692307692307E+000	 4.615384615384615E+000	 6.666666666666667E+000	 3.529411764705882E+000	 6.666666666666667E+000	 1.000000000000000E+001	 4.615384615384615E+000	 8.571428571428571E+000	 1.200000000000000E+001	 5.454545454545454E+000	 1.000000000000000E+001	 1.500000000000000E+001	 2.307692307692307E+000	 3.529411764705882E+000	 4.615384615384615E+000	 3.529411764705882E+000	 5.454545454545454E+000	 7.500000000000000E+000	 4.615384615384615E+000	 7.500000000000000E+000	 1.000000000000000E+001	 5.454545454545454E+000	 1.000000000000000E+001	 1.500000000000000E+001	 6.666666666666667E+000	 1.200000000000000E+001	 1.500000000000000E+001	 2.307692307692307E+000	 3.529411764705882E+000	 4.615384615384615E+000	 3.529411764705882E+000	 5.454545454545454E+000	 7.500000000000000E+000	 4.615384615384615E+000	 7.500000000000000E+000	 1.000000000000000E+001	 5.454545454545454E+000	 1.000000000000000E+001	 1.500000000000000E+001	 6.666666666666667E+000	 1.200000000000000E+001	 1.500000000000000E+001	 
 7.692307692307693E-001	 1.538461538461539E+000	 2.307692307692307E+000	 3.750000000000000E+000	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 1.538461538461539E+000	 2.307692307692307E+000	 3.000000000000000E+000	 3.750000000000000E+000	 4.615384615384615E+000	 5.000000000000000E+000	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 7.692307692307693E-001	 1.538461538461539E+000	 2.307692307692307E+000	 1.538461538461539E+000	 3.000000000000000E+000	 4.615384615384615E+000	 2.307692307692307E+000	 4.615384615384615E+000	 6.666666666666667E+000	 3.000000000000000E+000	 6.000000000000000E+000	 8.571428571428571E+000	 3.750000000000000E+000	 7.500000000000000E+000	 1.000000000000000E+001	 7.692307692307693E-001	 1.538461538461539E+000	 2.307692307692307E+000	 1.538461538461539E+000	 3.000000000000000E+000	 4.615384615384615E+000	 2.307692307692307E+000	 4.615384615384615E+000	 6.666666666666667E+000	 3.000000000000000E+000	 6.000000000000000E+000	 8.571428571428571E+000	 3.750000000000000E+000	 7.500000000000000E+000	 1.000000000000000E+001	 1.538461538461539E+000	 2.307692307692307E+000	 3.000000000000000E+000	 2.307692307692307E+000	 3.750000000000000E+000	 5.000000000000000E+000	 3.000000000000000E+000	 5.000000000000000E+000	 7.500000000000000E+000	 3.750000000000000E+000	 6.666666666666667E+000	 1.000000000000000E+001	 4.615384615384615E+000	 7.500000000000000E+000	 1.200000000000000E+001	 1.538461538461539E+000	 2.307692307692307E+000	 3.000000000000000E+000	 2.307692307692307E+000	 3.750000000000000E+000	 5.000000000000000E+000	 3.000000000000000E+000	 5.000000000000000E+000	 7.500000000000000E+000	 3.750000000000000E+000	 6.666666666666667E+000	 1.000000000000000E+001	 4.615384615384615E+000	 7.500000000000000E+000	 1.200000000000000E+001	 
 5.000000000000000E-001	 1.000000000000000E+000	 1.500000000000000E+000	 2.500000000000000E+000	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 1.000000000000000E+000	 1.500000000000000E+000	 2.000000000000000E+000	 2.500000000000000E+000	 3.000000000000000E+000	 3.333333333333333E+000	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 5.000000000000000E-001	 1.000000000000000E+000	 1.500000000000000E+000	 1.000000000000000E+000	 2.000000000000000E+000	 3.000000000000000E+000	 1.500000000000000E+000	 3.000000000000000E+000	 4.285714285714286E+000	 2.000000000000000E+000	 4.000000000000000E+000	 6.000000000000000E+000	 2.500000000000000E+000	 5.000000000000000E+000	 7.500000000000000E+000	 5.000000000000000E-001	 1.000000000000000E+000	 1.500000000000000E+000	 1.000000000000000E+000	 2.000000000000000E+000	 3.000000000000000E+000	 1.500000000000000E+000	 3.000000000000000E+000	 4.285714285714286E+000	 2.000000000000000E+000	 4.000000000000000E+000	 6.000000000000000E+000	 2.500000000000000E+000	 5.000000000000000E+000	 7.500000000000000E+000	 1.000000000000000E+000	 1.500000000000000E+000	 2.000000000000000E+000	 1.500000000000000E+000	 2.500000000000000E+000	 3.333333333333333E+000	 2.000000000000000E+000	 3.333333333333333E+000	 5.000000000000000E+000	 2.500000000000000E+000	 4.285714285714286E+000	 6.000000000000000E+000	 3.000000000000000E+000	 5.454545454545454E+000	 7.500000000000000E+000	 1.000000000000000E+000	 1.500000000000000E+000	 2.000000000000000E+000	 1.500000000000000E+000	 2.500000000000000E+000	 3.333333333333333E+000	 2.000000000000000E+000	 3.333333333333333E+000	 5.000000000000000E+000	 2.500000000000000E+000	 4.285714285714286E+000	 6.000000000000000E+000	 3.000000000000000E+000	 5.454545454545454E+000	 7.500000000000000E+000	 
 3.225806451612903E-001	 6.451612903225806E-001	 9.677419354838710E-001	 1.578947368421053E+000	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 6.451612903225806E-001	 9.677419354838710E-001	 1.276595744680851E+000	 1.578947368421053E+000	 1.935483870967742E+000	 2.222222222222222E+000	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 3.225806451612903E-001	 6.451612903225806E-001	 9.677419354838710E-001	 6.451612903225806E-001	 1.276595744680851E+000	 1.935483870967742E+000	 9.677419354838710E-001	 1.935483870967742E+000	 2.857142857142857E+000	 1.276595744680851E+000	 2.500000000000000E+000	 3.750000000000000E+000	 1.578947368421053E+000	 3.157894736842105E+000	 4.615384615384615E+000	 3.225806451612903E-001	 6.451612903225806E-001	 9.677419354838710E-001	 6.451612903225806E-001	 1.276595744680851E+000	 1.935483870967742E+000	 9.677419354838710E-001	 1.935483870967742E+000	 2.857142857142857E+000	 1.276595744680851E+000	 2.500000000000000E+000	 3.750000000000000E+000	 1.578947368421053E+000	 3.157894736842105E+000	 4.615384615384615E+000	 6.451612903225806E-001	 9.677419354838710E-001	 1.276595744680851E+000	 9.677419354838710E-001	 1.578947368421053E+000	 2.222222222222222E+000	 1.276595744680851E+000	 2.222222222222222E+000	 3.157894736842105E+000	 1.578947368421053E+000	 2.857142857142857E+000	 4.000000000000000E+000	 1.935483870967742E+000	 3.529411764705882E+000	 5.000000000000000E+000	 6.451612903225806E-001	 9.677419354838710E-001	 1.276595744680851E+000	 9.677419354838710E-001	 1.578947368421053E+000	 2.222222222222222E+000	 1.276595744680851E+000	 2.222222222222222E+000	 3.157894736842105E+000	 1.578947368421053E+000	 2.857142857142857E+000	 4.000000000000000E+000	 1.935483870967742E+000	 3.529411764705882E+000	 5.000000000000000E+000	 
 2.090592334494774E-001	 4.166666666666667E-001	 6.250000000000000E-001	 1.034482758620690E+000	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 4.166666666666667E-001	 6.250000000000000E-001	 8.333333333333334E-001	 1.034482758620690E+000	 1.250000000000000E+000	 1.463414634146341E+000	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 2.090592334494774E-001	 4.166666666666667E-001	 6.250000000000000E-001	 4.166666666666667E-001	 8.333333333333334E-001	 1.250000000000000E+000	 6.250000000000000E-001	 1.250000000000000E+000	 1.875000000000000E+000	 8.333333333333334E-001	 1.666666666666667E+000	 2.500000000000000E+000	 1.034482758620690E+000	 2.068965517241379E+000	 3.000000000000000E+000	 2.090592334494774E-001	 4.166666666666667E-001	 6.250000000000000E-001	 4.166666666666667E-001	 8.333333333333334E-001	 1.250000000000000E+000	 6.250000000000000E-001	 1.250000000000000E+000	 1.875000000000000E+000	 8.333333333333334E-001	 1.666666666666667E+000	 2.500000000000000E+000	 1.034482758620690E+000	 2.068965517241379E+000	 3.000000000000000E+000	 4.166666666666667E-001	 6.250000000000000E-001	 8.333333333333334E-001	 6.250000000000000E-001	 1.034482758620690E+000	 1.463414634146341E+000	 8.333333333333334E-001	 1.463414634146341E+000	 2.068965517241379E+000	 1.034482758620690E+000	 1.875000000000000E+000	 2.608695652173913E+000	 1.250000000000000E+000	 2.222222222222222E+000	 3.333333333333333E+000	 4.166666666666667E-001	 6.250000000000000E-001	 8.333333333333334E-001	 6.250000000000000E-001	 1.034482758620690E+000	 1.463414634146341E+000	 8.333333333333334E-001	 1.463414634146341E+000	 2.068965517241379E+000	 1.034482758620690E+000	 1.875000000000000E+000	 2.608695652173913E+000	 1.250000000000000E+000	 2.222222222222222E+000	 3.333333333333333E+000	 
 1.351351351351351E-001	 2.702702702702703E-001	 4.054054054054054E-001	 6.741573033707865E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 2.702702702702703E-001	 4.054054054054054E-001	 5.405405405405406E-001	 6.741573033707865E-001	 8.108108108108109E-001	 9.375000000000000E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 1.351351351351351E-001	 2.702702702702703E-001	 4.054054054054054E-001	 2.702702702702703E-001	 5.405405405405406E-001	 8.108108108108109E-001	 4.054054054054054E-001	 8.108108108108109E-001	 1.200000000000000E+000	 5.405405405405406E-001	 1.071428571428571E+000	 1.621621621621622E+000	 6.741573033707865E-001	 1.333333333333333E+000	 2.000000000000000E+000	 1.351351351351351E-001	 2.702702702702703E-001	 4.054054054054054E-001	 2.702702702702703E-001	 5.405405405405406E-001	 8.108108108108109E-001	 4.054054054054054E-001	 8.108108108108109E-001	 1.200000000000000E+000	 5.405405405405406E-001	 1.071428571428571E+000	 1.621621621621622E+000	 6.741573033707865E-001	 1.333333333333333E+000	 2.000000000000000E+000	 2.702702702702703E-001	 4.054054054054054E-001	 5.405405405405406E-001	 4.054054054054054E-001	 6.741573033707865E-001	 9.375000000000000E-001	 5.405405405405406E-001	 9.375000000000000E-001	 1.333333333333333E+000	 6.741573033707865E-001	 1.200000000000000E+000	 1.714285714285714E+000	 8.108108108108109E-001	 1.463414634146341E+000	 2.142857142857143E+000	 2.702702702702703E-001	 4.054054054054054E-001	 5.405405405405406E-001	 4.054054054054054E-001	 6.741573033707865E-001	 9.375000000000000E-001	 5.405405405405406E-001	 9.375000000000000E-001	 1.333333333333333E+000	 6.741573033707865E-001	 1.200000000000000E+000	 1.714285714285714E+000	 8.108108108108109E-001	 1.463414634146341E+000	 2.142857142857143E+000	 
 8.733624454148471E-002	 1.744186046511628E-001	 2.620087336244541E-001	 4.347826086956522E-001	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 1.744186046511628E-001	 2.620087336244541E-001	 3.488372093023256E-001	 4.347826086956522E-001	 5.217391304347826E-001	 6.060606060606061E-001	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 8.733624454148471E-002	 1.744186046511628E-001	 2.620087336244541E-001	 1.744186046511628E-001	 3.488372093023256E-001	 5.217391304347826E-001	 2.620087336244541E-001	 5.217391304347826E-001	 7.792207792207793E-001	 3.488372093023256E-001	 6.976744186046512E-001	 1.034482758620690E+000	 4.347826086956522E-001	 8.695652173913043E-001	 1.304347826086957E+000	 8.733624454148471E-002	 1.744186046511628E-001	 2.620087336244541E-001	 1.744186046511628E-001	 3.488372093023256E-001	 5.217391304347826E-001	 2.620087336244541E-001	 5.217391304347826E-001	 7.792207792207793E-001	 3.488372093023256E-001	 6.976744186046512E-001	 1.034482758620690E+000	 4.347826086956522E-001	 8.695652173913043E-001	 1.304347826086957E+000	 1.744186046511628E-001	 2.620087336244541E-001	 3.488372093023256E-001	 2.620087336244541E-001	 4.347826086956522E-001	 6.060606060606061E-001	 3.488372093023256E-001	 6.060606060606061E-001	 8.695652173913043E-001	 4.347826086956522E-001	 7.792207792207793E-001	 1.132075471698113E+000	 5.217391304347826E-001	 9.523809523809523E-001	 1.395348837209302E+000	 1.744186046511628E-001	 2.620087336244541E-001	 3.488372093023256E-001	 2.620087336244541E-001	 4.347826086956522E-001	 6.060606060606061E-001	 3.488372093023256E-001	 6.060606060606061E-001	 8.695652173913043E-001	 4.347826086956522E-001	 7.792207792207793E-001	 1.132075471698113E+000	 5.217391304347826E-001	 9.523809523809523E-001	 1.395348837209302E+000	 
 5.649717514124294E-002	 1.129943502824859E-001	 1.694915254237288E-001	 2.816901408450704E-001	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 1.129943502824859E-001	 1.694915254237288E-001	 2.255639097744361E-001	 2.816901408450704E-001	 3.389830508474576E-001	 3.947368421052632E-001	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 5.649717514124294E-002	 1.129943502824859E-001	 1.694915254237288E-001	 1.129943502824859E-001	 2.255639097744361E-001	 3.389830508474576E-001	 1.694915254237288E-001	 3.389830508474576E-001	 5.084745762711864E-001	 2.255639097744361E-001	 4.511278195488722E-001	 6.741573033707865E-001	 2.816901408450704E-001	 5.607476635514018E-001	 8.450704225352113E-001	 5.649717514124294E-002	 1.129943502824859E-001	 1.694915254237288E-001	 1.129943502824859E-001	 2.255639097744361E-001	 3.389830508474576E-001	 1.694915254237288E-001	 3.389830508474576E-001	 5.084745762711864E-001	 2.255639097744361E-001	 4.511278195488722E-001	 6.741573033707865E-001	 2.816901408450704E-001	 5.607476635514018E-001	 8.450704225352113E-001	 1.129943502824859E-001	 1.694915254237288E-001	 2.255639097744361E-001	 1.694915254237288E-001	 2.816901408450704E-001	 3.947368421052632E-001	 2.255639097744361E-001	 3.947368421052632E-001	 5.607476635514018E-001	 2.816901408450704E-001	 5.084745762711864E-001	 7.317073170731707E-001	 3.389830508474576E-001	 6.185567010309279E-001	 8.955223880597015E-001	 1.129943502824859E-001	 1.694915254237288E-001	 2.255639097744361E-001	 1.694915254237288E-001	 2.816901408450704E-001	 3.947368421052632E-001	 2.255639097744361E-001	 3.947368421052632E-001	 5.607476635514018E-001	 2.816901408450704E-001	 5.084745762711864E-001	 7.317073170731707E-001	 3.389830508474576E-001	 6.185567010309279E-001	 8.955223880597015E-001	 
 3.651856360316495E-002	 7.299270072992700E-002	 1.094890510948905E-001	 1.823708206686930E-001	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 7.299270072992700E-002	 1.094890510948905E-001	 1.459854014598540E-001	 1.823708206686930E-001	 2.189781021897810E-001	 2.553191489361702E-001	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 3.651856360316495E-002	 7.299270072992700E-002	 1.094890510948905E-001	 7.299270072992700E-002	 1.459854014598540E-001	 2.189781021897810E-001	 1.094890510948905E-001	 2.189781021897810E-001	 3.278688524590164E-001	 1.459854014598540E-001	 2.912621359223301E-001	 4.379562043795621E-001	 1.823708206686930E-001	 3.636363636363636E-001	 5.454545454545454E-001	 3.651856360316495E-002	 7.299270072992700E-002	 1.094890510948905E-001	 7.299270072992700E-002	 1.459854014598540E-001	 2.189781021897810E-001	 1.094890510948905E-001	 2.189781021897810E-001	 3.278688524590164E-001	 1.459854014598540E-001	 2.912621359223301E-001	 4.379562043795621E-001	 1.823708206686930E-001	 3.636363636363636E-001	 5.454545454545454E-001	 7.299270072992700E-002	 1.094890510948905E-001	 1.459854014598540E-001	 1.094890510948905E-001	 1.823708206686930E-001	 2.553191489361702E-001	 1.459854014598540E-001	 2.553191489361702E-001	 3.636363636363636E-001	 1.823708206686930E-001	 3.278688524590164E-001	 4.724409448818898E-001	 2.189781021897810E-001	 4.000000000000000E-001	 5.825242718446602E-001	 7.299270072992700E-002	 1.094890510948905E-001	 1.459854014598540E-001	 1.094890510948905E-001	 1.823708206686930E-001	 2.553191489361702E-001	 1.459854014598540E-001	 2.553191489361702E-001	 3.636363636363636E-001	 1.823708206686930E-001	 3.278688524590164E-001	 4.724409448818898E-001	 2.189781021897810E-001	 4.000000000000000E-001	 5.825242718446602E-001	 
 2.359418010224145E-002	 4.716981132075472E-002	 7.075471698113207E-002	 1.178781925343811E-001	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 4.716981132075472E-002	 7.075471698113207E-002	 9.433962264150944E-002	 1.178781925343811E-001	 1.415094339622641E-001	 1.648351648351648E-001	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 2.359418010224145E-002	 4.716981132075472E-002	 7.075471698113207E-002	 4.716981132075472E-002	 9.433962264150944E-002	 1.415094339622641E-001	 7.075471698113207E-002	 1.415094339622641E-001	 2.120141342756184E-001	 9.433962264150944E-002	 1.886792452830189E-001	 2.830188679245283E-001	 1.178781925343811E-001	 2.352941176470588E-001	 3.529411764705883E-001	 2.359418010224145E-002	 4.716981132075472E-002	 7.075471698113207E-002	 4.716981132075472E-002	 9.433962264150944E-002	 1.415094339622641E-001	 7.075471698113207E-002	 1.415094339622641E-001	 2.120141342756184E-001	 9.433962264150944E-002	 1.886792452830189E-001	 2.830188679245283E-001	 1.178781925343811E-001	 2.352941176470588E-001	 3.529411764705883E-001	 4.716981132075472E-002	 7.075471698113207E-002	 9.433962264150944E-002	 7.075471698113207E-002	 1.178781925343811E-001	 1.648351648351648E-001	 9.433962264150944E-002	 1.648351648351648E-001	 2.352941176470588E-001	 1.178781925343811E-001	 2.120141342756184E-001	 3.061224489795918E-001	 1.415094339622641E-001	 2.586206896551724E-001	 3.773584905660378E-001	 4.716981132075472E-002	 7.075471698113207E-002	 9.433962264150944E-002	 7.075471698113207E-002	 1.178781925343811E-001	 1.648351648351648E-001	 9.433962264150944E-002	 1.648351648351648E-001	 2.352941176470588E-001	 1.178781925343811E-001	 2.120141342756184E-001	 3.061224489795918E-001	 1.415094339622641E-001	 2.586206896551724E-001	 3.773584905660378E-001	 
